customer_id,name,gender,age,city,signup_date,Year,QTR,Month,Month_Name
C00166,Biju Kale,F,18,Bangalore,2025-08-22,2025,3,8,August
C00167,Ayesha Kant,M,33,Pune,2025-05-25,2025,2,5,May
C00168,Kiaan Korpal,Other,18,Chennai,2024-06-19,2024,2,6,June
C00169,Baiju Dhaliwal,F,30,Ahmedabad,2025-01-08,2025,1,1,January
C00170,Trisha Tata,Other,37,Kolkata,2024-02-27,2024,1,2,February
C00171,Hazel Bala,M,26,Ahmedabad,2025-03-27,2025,1,3,March
C00172,Hansh Contractor,F,25,Ahmedabad,2024-04-24,2024,2,4,April
C00173,Dharmajan Bahri,M,38,Pune,2025-06-22,2025,2,6,June
C00174,Umang Bajwa,Other,29,Kolkata,2025-02-18,2025,1,2,February
C00175,Mehul Srinivasan,F,26,Hyderabad,2023-12-25,2023,4,12,December
C00176,Divit Guha,M,31,Kolkata,2025-07-01,2025,3,7,July
C00177,Suhana Wali,F,42,Mumbai,2025-09-24,2025,3,9,September
C00178,Kimaya Dixit,M,24,Mumbai,2024-12-15,2024,4,12,December
C00179,Ryan Dada,Other,29,Ahmedabad,2025-06-06,2025,2,6,June
C00180,Madhup Guha,M,18,Mumbai,2024-12-22,2024,4,12,December
C00181,Pari Barad,M,39,Delhi,2025-10-06,2025,4,10,October
C00182,Jivin Sengupta,Other,23,Pune,2024-04-06,2024,2,4,April
C00183,Charvi Dara,F,32,Kolkata,2025-04-21,2025,2,4,April
C00184,Nitya Kashyap,Other,43,Hyderabad,2024-12-29,2024,4,12,December
C00185,Myra Vig,Other,31,Mumbai,2024-05-26,2024,2,5,May
C00186,Anvi Bedi,Other,40,Ahmedabad,2024-08-17,2024,3,8,August
C00187,Vivaan Venkataraman,F,38,Pune,2024-09-17,2024,3,9,September
C00188,Saira Madan,F,33,Bangalore,2024-04-27,2024,2,4,April
C00189,Zain Bhatnagar,Other,18,Mumbai,2025-10-03,2025,4,10,October
C00190,Faiyaz Sehgal,Other,18,Pune,2024-06-06,2024,2,6,June
C00191,Siya Sawhney,F,40,Pune,2025-05-28,2025,2,5,May
C00192,Hiran Borah,Other,33,Chennai,2024-07-20,2024,3,7,July
C00193,Lagan Varma,M,32,Bangalore,2025-04-21,2025,2,4,April
C00194,Nirvi Kothari,M,26,Mumbai,2024-06-14,2024,2,6,June
C00195,Diya Devi,F,26,Kolkata,2024-01-20,2024,1,1,January
C00196,Miraya Dey,Other,28,Bangalore,2025-09-14,2025,3,9,September
C00197,Jivika Samra,F,26,Chennai,2024-02-22,2024,1,2,February
C00198,Madhup Saini,Other,32,Ahmedabad,2025-05-31,2025,2,5,May
C00199,Misha Dave,M,35,Chennai,2023-12-17,2023,4,12,December
C00200,Saanvi Khanna,Other,22,Ahmedabad,2025-09-06,2025,3,9,September
C00201,Sumer Dasgupta,M,36,Bangalore,2024-06-24,2024,2,6,June
C00202,Anika Mandal,M,30,Bangalore,2025-04-16,2025,2,4,April
C00203,Diya Saraf,F,29,Mumbai,2025-01-06,2025,1,1,January
C00204,Anvi Sen,Other,32,Ahmedabad,2024-01-20,2024,1,1,January
C00205,Pari Toor,M,21,Pune,2023-12-15,2023,4,12,December
C00206,Ela Kant,Other,24,Pune,2025-10-05,2025,4,10,October
C00207,Kimaya Upadhyay,Other,18,Bangalore,2025-09-05,2025,3,9,September
C00208,Vedika Mann,Other,32,Chennai,2024-08-25,2024,3,8,August
C00209,Samarth Bhakta,F,29,Mumbai,2024-04-26,2024,2,4,April
C00210,Shanaya Deshmukh,Other,28,Mumbai,2024-05-31,2024,2,5,May
C00211,Trisha Chhabra,F,28,Delhi,2024-11-13,2024,4,11,November
C00212,Taran Warrior,M,33,Delhi,2025-08-14,2025,3,8,August
C00213,Vidur Karan,M,24,Delhi,2024-07-19,2024,3,7,July
C00214,Aarush Som,F,31,Hyderabad,2025-01-01,2025,1,1,January
C00215,Gokul Kapadia,F,38,Pune,2025-08-30,2025,3,8,August
C00216,Tarini Savant,F,18,Mumbai,2025-10-28,2025,4,10,October
C00217,Shlok Chokshi,Other,27,Bangalore,2023-11-11,2023,4,11,November
C00218,Rohan Vala,M,23,Chennai,2025-09-24,2025,3,9,September
C00219,Jayan Dugar,F,38,Ahmedabad,2024-10-15,2024,4,10,October
C00220,Anahita Grover,Other,33,Kolkata,2024-10-15,2024,4,10,October
C00221,Riaan Butala,F,35,Bangalore,2024-06-10,2024,2,6,June
C00222,Samiha Chand,M,35,Pune,2024-03-16,2024,1,3,March
C00223,Indrajit Deol,Other,43,Bangalore,2024-12-18,2024,4,12,December
C00224,Riaan Deep,F,32,Ahmedabad,2023-12-18,2023,4,12,December
C00225,Navya Ramesh,Other,23,Pune,2025-09-15,2025,3,9,September
C00226,Adah Bir,M,33,Mumbai,2024-01-02,2024,1,1,January
C00227,Ritvik Bath,M,26,Kolkata,2024-08-15,2024,3,8,August
C00228,Aaryahi Dyal,Other,33,Hyderabad,2024-08-12,2024,3,8,August
C00229,Jiya Sant,M,30,Mumbai,2024-05-11,2024,2,5,May
C00230,Saksham Ghose,F,23,Mumbai,2024-06-05,2024,2,6,June
C00231,Madhup Barad,M,28,Pune,2025-02-27,2025,1,2,February
C00232,Purab Raju,Other,18,Delhi,2024-08-05,2024,3,8,August
C00233,Elakshi D’Alia,F,27,Chennai,2025-11-01,2025,4,11,November
C00234,Misha Deol,M,28,Chennai,2024-05-07,2024,2,5,May
C00235,Yakshit Bala,M,19,Chennai,2024-06-30,2024,2,6,June
C00236,Ivan Sama,M,26,Chennai,2024-04-10,2024,2,4,April
C00237,Miraya Karan,Other,45,Bangalore,2024-10-19,2024,4,10,October
C00238,Veer Tak,Other,34,Mumbai,2025-04-14,2025,2,4,April
C00239,Drishya Sabharwal,Other,19,Mumbai,2024-05-01,2024,2,5,May
C00240,Rania Bains,M,26,Pune,2024-07-11,2024,3,7,July
C00241,Shanaya Kar,Other,21,Hyderabad,2025-06-19,2025,2,6,June
C00242,Azad Gokhale,M,36,Bangalore,2025-01-02,2025,1,1,January
C00243,Ahana  Kanda,M,23,Chennai,2024-08-27,2024,3,8,August
C00244,Prerak Bala,Other,26,Delhi,2023-11-19,2023,4,11,November
C00245,Zoya Tripathi,Other,37,Kolkata,2025-10-07,2025,4,10,October
C00246,Riya Bhakta,Other,32,Hyderabad,2025-07-11,2025,3,7,July
C00247,Samiha Balan,F,28,Chennai,2025-03-01,2025,1,3,March
C00248,Ryan Raval,Other,30,Chennai,2024-05-17,2024,2,5,May
C00249,Hunar Wason,F,24,Delhi,2024-06-02,2024,2,6,June
C00250,Aayush Khosla,Other,42,Kolkata,2023-12-22,2023,4,12,December
C00251,Drishya Gole,F,21,Ahmedabad,2024-04-13,2024,2,4,April
C00252,Divyansh Thaman,M,33,Hyderabad,2024-01-08,2024,1,1,January
C00253,Chirag Mani,M,34,Ahmedabad,2025-01-08,2025,1,1,January
C00254,Kavya Kalita,F,43,Ahmedabad,2025-02-26,2025,1,2,February
C00255,Parinaaz Lad,F,28,Delhi,2024-07-03,2024,3,7,July
C00256,Sana Viswanathan,F,21,Mumbai,2024-06-30,2024,2,6,June
C00257,Gatik Kumar,F,32,Pune,2025-09-10,2025,3,9,September
C00258,Anahi Khare,Other,22,Pune,2023-12-28,2023,4,12,December
C00259,Aarna Yogi,F,24,Mumbai,2024-12-21,2024,4,12,December
C00260,Devansh Walia,F,19,Bangalore,2024-09-26,2024,3,9,September
C00261,Yuvraj  Arya,F,23,Delhi,2025-03-07,2025,1,3,March
C00262,Dhruv Mangal,F,28,Bangalore,2024-12-26,2024,4,12,December
C00263,Aarav Aggarwal,F,21,Ahmedabad,2024-07-01,2024,3,7,July
C00264,Gatik Bath,M,25,Mumbai,2024-08-10,2024,3,8,August
C00265,Amani Majumdar,M,35,Hyderabad,2025-10-19,2025,4,10,October
C00266,Azad Goswami,F,32,Kolkata,2025-03-05,2025,1,3,March
C00267,Gokul Majumdar,Other,36,Kolkata,2025-02-10,2025,1,2,February
C00268,Raunak Ranganathan,M,35,Mumbai,2025-08-26,2025,3,8,August
C00269,Devansh Ratti,F,31,Pune,2024-08-04,2024,3,8,August
C00270,Piya Savant,M,27,Mumbai,2024-12-29,2024,4,12,December
C00271,Tiya Shroff,F,29,Ahmedabad,2024-07-05,2024,3,7,July
C00272,Sara Shenoy,F,24,Chennai,2025-09-03,2025,3,9,September
C00273,Shaan Ray,F,21,Hyderabad,2025-10-18,2025,4,10,October
C00274,Neysa Kale,M,36,Kolkata,2023-11-09,2023,4,11,November
C00275,Stuvan Kamdar,Other,35,Ahmedabad,2025-04-02,2025,2,4,April
C00276,Vidur Tata,M,32,Delhi,2025-05-17,2025,2,5,May
C00277,Gokul Dugar,Other,28,Pune,2024-04-08,2024,2,4,April
C00278,Kartik Bains,M,31,Hyderabad,2025-09-17,2025,3,9,September
C00279,Raghav Shah,F,37,Ahmedabad,2024-10-25,2024,4,10,October
C00280,Prerak Shankar,Other,20,Ahmedabad,2024-11-14,2024,4,11,November
C00281,Divit Mahajan,F,28,Hyderabad,2024-10-18,2024,4,10,October
C00282,Nakul Vora,M,39,Kolkata,2024-12-13,2024,4,12,December
C00283,Nehmat Kashyap,M,31,Chennai,2025-05-03,2025,2,5,May
C00284,Ishita Majumdar,Other,36,Pune,2024-09-21,2024,3,9,September
C00285,Raghav Agarwal,F,43,Pune,2024-09-07,2024,3,9,September
C00286,Priyansh Trivedi,M,39,Kolkata,2025-01-21,2025,1,1,January
C00287,Badal Sankaran,M,20,Delhi,2025-10-28,2025,4,10,October
C00288,Shaan Bajwa,F,39,Chennai,2025-04-19,2025,2,4,April
C00289,Gatik Khanna,M,33,Kolkata,2024-12-29,2024,4,12,December
C00290,Anahi Dewan,Other,38,Ahmedabad,2024-01-02,2024,1,1,January
C00291,Mamooty Zachariah,Other,18,Chennai,2025-08-08,2025,3,8,August
C00292,Advika Behl,Other,35,Bangalore,2025-03-26,2025,1,3,March
C00293,Shayak Wagle,M,32,Bangalore,2024-10-30,2024,4,10,October
C00294,Aarna Sarin,F,33,Pune,2024-02-06,2024,1,2,February
C00295,Chirag Baral,F,21,Pune,2023-11-17,2023,4,11,November
C00296,Nirvaan Gokhale,M,32,Delhi,2025-05-06,2025,2,5,May
C00297,Tarini Bali,Other,35,Kolkata,2023-12-02,2023,4,12,December
C00298,Ivana Mammen,Other,42,Hyderabad,2024-08-14,2024,3,8,August
C00299,Lakshit Saraf,M,33,Hyderabad,2025-10-08,2025,4,10,October
C00300,Ritvik Hans,M,34,Pune,2024-08-22,2024,3,8,August
C00301,Drishya Manne,F,30,Ahmedabad,2025-07-06,2025,3,7,July
C00302,Vanya Hans,M,19,Mumbai,2024-02-05,2024,1,2,February
C00303,Shalv Mani,F,35,Pune,2025-03-11,2025,1,3,March
C00304,Kaira Madan,M,30,Kolkata,2025-07-21,2025,3,7,July
C00305,Heer Bava,Other,41,Chennai,2025-10-26,2025,4,10,October
C00306,Fateh Balan,Other,24,Pune,2024-02-27,2024,1,2,February
C00307,Yashvi Kota,Other,34,Ahmedabad,2024-03-12,2024,1,3,March
C00308,Vivaan Suri,Other,28,Chennai,2025-10-28,2025,4,10,October
C00309,Aarush Borra,F,40,Hyderabad,2025-08-01,2025,3,8,August
C00310,Shamik Bali,F,25,Pune,2024-07-30,2024,3,7,July
C00311,Indranil Subramaniam,Other,31,Bangalore,2025-04-23,2025,2,4,April
C00312,Purab Soman,F,28,Chennai,2025-01-31,2025,1,1,January
C00313,Biju Thakur,Other,39,Hyderabad,2024-07-15,2024,3,7,July
C00314,Khushi Ratti,Other,33,Ahmedabad,2024-10-06,2024,4,10,October
C00315,Riya Yohannan,F,18,Delhi,2024-09-21,2024,3,9,September
C00316,Dhanuk Barad,Other,22,Hyderabad,2025-02-19,2025,1,2,February
C00317,Tiya Balan,Other,18,Ahmedabad,2023-11-24,2023,4,11,November
C00318,Reyansh Jain,M,35,Kolkata,2024-01-05,2024,1,1,January
C00319,Nitara Kurian,M,18,Delhi,2024-04-04,2024,2,4,April
C00320,Nitara Salvi,M,34,Bangalore,2024-08-09,2024,3,8,August
C00321,Oorja Hora,M,27,Hyderabad,2025-09-17,2025,3,9,September
C00322,Khushi Rana,F,39,Pune,2025-01-26,2025,1,1,January
C00323,Tara Iyer,F,22,Mumbai,2024-04-06,2024,2,4,April
C00324,Dishani Sachar,F,26,Delhi,2024-05-19,2024,2,5,May
C00325,Samarth Sami,F,31,Ahmedabad,2024-06-30,2024,2,6,June
C00326,Hazel Goda,Other,21,Hyderabad,2025-04-04,2025,2,4,April
C00327,Riaan Rau,Other,29,Mumbai,2024-09-02,2024,3,9,September
C00328,Saira Mangal,Other,22,Delhi,2024-03-21,2024,1,3,March
C00329,Samiha Rattan,Other,34,Pune,2025-10-28,2025,4,10,October
C00330,Madhup Varma,Other,35,Ahmedabad,2025-01-03,2025,1,1,January
C00331,Eva Shenoy,Other,38,Kolkata,2025-10-24,2025,4,10,October
C00332,Tarini Batra,F,21,Mumbai,2025-10-15,2025,4,10,October
C00333,Tejas Sunder,F,37,Pune,2024-10-27,2024,4,10,October
C00334,Zaina Vaidya,Other,18,Pune,2025-03-27,2025,1,3,March
C00335,Shayak Rout,Other,19,Chennai,2024-03-23,2024,1,3,March
C00336,Aarush Tailor,Other,32,Ahmedabad,2025-10-01,2025,4,10,October
C00337,Adira Sathe,M,19,Delhi,2025-04-27,2025,2,4,April
C00338,Indranil Dhaliwal,F,39,Chennai,2024-08-29,2024,3,8,August
C00339,Nayantara Subramanian,M,36,Chennai,2025-05-29,2025,2,5,May
C00340,Jayesh Golla,F,47,Delhi,2024-08-16,2024,3,8,August
C00341,Kabir Sachar,Other,26,Ahmedabad,2025-06-22,2025,2,6,June
C00342,Tara Bhargava,F,34,Ahmedabad,2024-11-25,2024,4,11,November
C00343,Arnav Sarna,F,30,Chennai,2025-09-17,2025,3,9,September
C00344,Aaina Ben,F,29,Bangalore,2024-02-05,2024,1,2,February
C00345,Saksham Amble,Other,41,Kolkata,2025-06-02,2025,2,6,June
C00346,Anaya Ranganathan,F,27,Pune,2023-12-24,2023,4,12,December
C00347,Dhanuk Verma,M,30,Chennai,2025-06-10,2025,2,6,June
C00348,Ranbir Bala,M,34,Chennai,2024-08-11,2024,3,8,August
C00349,Jivika Din,Other,37,Bangalore,2025-02-23,2025,1,2,February
C00350,Mehul Ravi,F,24,Ahmedabad,2023-12-22,2023,4,12,December
C00351,Miraya Tella,Other,38,Chennai,2025-05-17,2025,2,5,May
C00352,Vaibhav Badal,Other,35,Ahmedabad,2024-07-04,2024,3,7,July
C00353,Manjari Mann,M,30,Delhi,2023-12-29,2023,4,12,December
C00354,Ivana Solanki,Other,27,Chennai,2024-06-17,2024,2,6,June
C00355,Jiya Sundaram,Other,41,Chennai,2025-06-18,2025,2,6,June
