customer_id,name,gender,age,city,signup_date
C00253,Chirag Mani,M,34,Ahmedabad,2025-01-08
C00254,Kavya Kalita,F,43,Ahmedabad,2025-02-26
C00255,Parinaaz Lad,F,28,Delhi,2024-07-03
C00256,Sana Viswanathan,F,21,Mumbai,2024-06-30
C00257,Gatik Kumar,F,32,Pune,2025-09-10
C00258,Anahi Khare,Other,22,Pune,2023-12-28
C00259,Aarna Yogi,F,24,Mumbai,2024-12-21
C00260,Devansh Walia,F,19,Bangalore,2024-09-26
C00261,Yuvraj  Arya,F,23,Delhi,2025-03-07
C00262,Dhruv Mangal,F,28,Bangalore,2024-12-26
C00263,Aarav Aggarwal,F,21,Ahmedabad,2024-07-01
C00264,Gatik Bath,M,25,Mumbai,2024-08-10
C00265,Amani Majumdar,M,35,Hyderabad,2025-10-19
C00266,Azad Goswami,F,32,Kolkata,2025-03-05
C00267,Gokul Majumdar,Other,36,Kolkata,2025-02-10
C00268,Raunak Ranganathan,M,35,Mumbai,2025-08-26
C00269,Devansh Ratti,F,31,Pune,2024-08-04
C00270,Piya Savant,M,27,Mumbai,2024-12-29
C00271,Tiya Shroff,F,29,Ahmedabad,2024-07-05
C00272,Sara Shenoy,F,24,Chennai,2025-09-03
C00273,Shaan Ray,F,21,Hyderabad,2025-10-18
C00274,Neysa Kale,M,36,Kolkata,2023-11-09
C00275,Stuvan Kamdar,Other,35,Ahmedabad,2025-04-02
C00276,Vidur Tata,M,32,Delhi,2025-05-17
C00277,Gokul Dugar,Other,28,Pune,2024-04-08
C00278,Kartik Bains,M,31,Hyderabad,2025-09-17
C00279,Raghav Shah,F,37,Ahmedabad,2024-10-25
C00280,Prerak Shankar,Other,20,Ahmedabad,2024-11-14
C00281,Divit Mahajan,F,28,Hyderabad,2024-10-18
C00282,Nakul Vora,M,39,Kolkata,2024-12-13
C00283,Nehmat Kashyap,M,31,Chennai,2025-05-03
C00284,Ishita Majumdar,Other,36,Pune,2024-09-21
C00285,Raghav Agarwal,F,43,Pune,2024-09-07
C00286,Priyansh Trivedi,M,39,Kolkata,2025-01-21
C00287,Badal Sankaran,M,20,Delhi,2025-10-28
C00288,Shaan Bajwa,F,39,Chennai,2025-04-19
C00289,Gatik Khanna,M,33,Kolkata,2024-12-29
C00290,Anahi Dewan,Other,38,Ahmedabad,2024-01-02
C00291,Mamooty Zachariah,Other,18,Chennai,2025-08-08
C00292,Advika Behl,Other,35,Bangalore,2025-03-26
C00293,Shayak Wagle,M,32,Bangalore,2024-10-30
C00294,Aarna Sarin,F,33,Pune,2024-02-06
C00295,Chirag Baral,F,21,Pune,2023-11-17
C00296,Nirvaan Gokhale,M,32,Delhi,2025-05-06
C00297,Tarini Bali,Other,35,Kolkata,2023-12-02
C00298,Ivana Mammen,Other,42,Hyderabad,2024-08-14
C00299,Lakshit Saraf,M,33,Hyderabad,2025-10-08
C00300,Ritvik Hans,M,34,Pune,2024-08-22
C00301,Drishya Manne,F,30,Ahmedabad,2025-07-06
C00302,Vanya Hans,M,19,Mumbai,2024-02-05
C00303,Shalv Mani,F,35,Pune,2025-03-11
C00304,Kaira Madan,M,30,Kolkata,2025-07-21
C00305,Heer Bava,Other,41,Chennai,2025-10-26
C00306,Fateh Balan,Other,24,Pune,2024-02-27
C00307,Yashvi Kota,Other,34,Ahmedabad,2024-03-12
C00308,Vivaan Suri,Other,28,Chennai,2025-10-28
C00309,Aarush Borra,F,40,Hyderabad,2025-08-01
C00310,Shamik Bali,F,25,Pune,2024-07-30
C00311,Indranil Subramaniam,Other,31,Bangalore,2025-04-23
C00312,Purab Soman,F,28,Chennai,2025-01-31
C00313,Biju Thakur,Other,39,Hyderabad,2024-07-15
C00314,Khushi Ratti,Other,33,Ahmedabad,2024-10-06
C00315,Riya Yohannan,F,18,Delhi,2024-09-21
C00316,Dhanuk Barad,Other,22,Hyderabad,2025-02-19
C00317,Tiya Balan,Other,18,Ahmedabad,2023-11-24
C00318,Reyansh Jain,M,35,Kolkata,2024-01-05
C00319,Nitara Kurian,M,18,Delhi,2024-04-04
C00320,Nitara Salvi,M,34,Bangalore,2024-08-09
C00321,Oorja Hora,M,27,Hyderabad,2025-09-17
C00322,Khushi Rana,F,39,Pune,2025-01-26
C00323,Tara Iyer,F,22,Mumbai,2024-04-06
C00324,Dishani Sachar,F,26,Delhi,2024-05-19
C00325,Samarth Sami,F,31,Ahmedabad,2024-06-30
C00326,Hazel Goda,Other,21,Hyderabad,2025-04-04
C00327,Riaan Rau,Other,29,Mumbai,2024-09-02
C00328,Saira Mangal,Other,22,Delhi,2024-03-21
C00329,Samiha Rattan,Other,34,Pune,2025-10-28
C00330,Madhup Varma,Other,35,Ahmedabad,2025-01-03
C00331,Eva Shenoy,Other,38,Kolkata,2025-10-24
C00332,Tarini Batra,F,21,Mumbai,2025-10-15
C00333,Tejas Sunder,F,37,Pune,2024-10-27
C00334,Zaina Vaidya,Other,18,Pune,2025-03-27
C00335,Shayak Rout,Other,19,Chennai,2024-03-23
C00336,Aarush Tailor,Other,32,Ahmedabad,2025-10-01
C00337,Adira Sathe,M,19,Delhi,2025-04-27
C00338,Indranil Dhaliwal,F,39,Chennai,2024-08-29
C00339,Nayantara Subramanian,M,36,Chennai,2025-05-29
C00340,Jayesh Golla,F,47,Delhi,2024-08-16
C00341,Kabir Sachar,Other,26,Ahmedabad,2025-06-22
C00342,Tara Bhargava,F,34,Ahmedabad,2024-11-25
C00343,Arnav Sarna,F,30,Chennai,2025-09-17
C00344,Aaina Ben,F,29,Bangalore,2024-02-05
C00345,Saksham Amble,Other,41,Kolkata,2025-06-02
C00346,Anaya Ranganathan,F,27,Pune,2023-12-24
C00347,Dhanuk Verma,M,30,Chennai,2025-06-10
C00348,Ranbir Bala,M,34,Chennai,2024-08-11
C00349,Jivika Din,Other,37,Bangalore,2025-02-23
C00350,Mehul Ravi,F,24,Ahmedabad,2023-12-22
C00351,Miraya Tella,Other,38,Chennai,2025-05-17
C00352,Vaibhav Badal,Other,35,Ahmedabad,2024-07-04
C00353,Manjari Mann,M,30,Delhi,2023-12-29
C00354,Ivana Solanki,Other,27,Chennai,2024-06-17
C00355,Jiya Sundaram,Other,41,Chennai,2025-06-18
C00356,Sahil Rajagopalan,M,40,Bangalore,2025-09-18
C00357,Piya Date,Other,22,Delhi,2024-01-01
C00358,Kiara Borra,M,19,Hyderabad,2024-12-30
C00359,Lavanya Vala,Other,30,Delhi,2025-06-04
C00360,Kartik Sama,Other,20,Delhi,2025-05-30
C00361,Veer Tailor,M,24,Bangalore,2024-11-08
C00362,Hridaan Magar,F,20,Pune,2024-06-23
C00363,Vardaniya Keer,Other,37,Ahmedabad,2025-09-20
C00364,Raunak Seshadri,M,24,Mumbai,2025-09-02
C00365,Manikya Golla,M,27,Mumbai,2025-01-19
C00366,Alia Bakshi,F,35,Ahmedabad,2025-10-15
C00367,Charvi Sanghvi,F,39,Delhi,2025-09-07
C00368,Kabir Sahni,F,26,Pune,2024-04-23
C00369,Rhea Chaudhry,F,36,Hyderabad,2025-08-19
C00370,Rasha Srinivasan,M,37,Delhi,2024-01-09
C00371,Fateh Dhaliwal,Other,21,Hyderabad,2025-09-05
C00372,Diya Gulati,M,38,Kolkata,2025-09-16
C00373,Armaan Sarraf,M,35,Hyderabad,2024-09-05
C00374,Raghav Mann,F,21,Ahmedabad,2024-05-19
C00375,Dharmajan Taneja,M,32,Chennai,2025-10-19
C00376,Heer Issac,M,20,Hyderabad,2025-08-06
C00377,Hunar Varghese,F,25,Bangalore,2025-10-08
C00378,Shlok Shanker,F,27,Chennai,2025-10-22
C00379,Miraya Sengupta,F,37,Ahmedabad,2025-05-12
C00380,Fateh Krishnan,M,31,Ahmedabad,2024-09-19
C00381,Jhanvi Kale,F,33,Delhi,2024-02-13
C00382,Alisha Sane,M,25,Pune,2025-08-10
C00383,Rhea Tella,M,28,Ahmedabad,2024-06-23
C00384,Amira Dutt,Other,18,Chennai,2025-06-27
C00385,Eva Mann,Other,33,Mumbai,2025-09-10
C00386,Madhup Biswas,M,32,Pune,2024-12-24
C00387,Amani Sahota,F,37,Delhi,2025-09-20
C00388,Samar Boase,M,36,Kolkata,2024-03-29
C00389,Lakshay Sule,F,18,Pune,2024-06-05
C00390,Advik Din,M,24,Kolkata,2024-12-27
C00391,Divit Zacharia,Other,47,Bangalore,2024-10-19
C00392,Ranbir Anand,M,30,Mumbai,2025-04-18
C00393,Yakshit Sinha,F,41,Pune,2025-04-05
C00394,Divij Thakkar,M,30,Hyderabad,2024-09-14
C00395,Trisha Ganguly,F,27,Kolkata,2024-03-05
C00396,Madhup Rastogi,M,21,Ahmedabad,2024-01-13
C00397,Anay Savant,F,31,Pune,2024-12-20
C00398,Piya Deshmukh,F,26,Hyderabad,2024-09-06
C00399,Taran Singhal,F,36,Pune,2025-06-04
C00400,Mannat Sodhi,Other,39,Delhi,2024-12-28
C00401,Kaira Jani,M,22,Bangalore,2025-06-19
C00402,Farhan Kurian,F,23,Chennai,2025-03-08
C00403,Lakshay Sibal,M,30,Kolkata,2025-10-31
C00404,Hiran Talwar,Other,26,Chennai,2024-04-17
C00405,Bhavin Chopra,Other,29,Bangalore,2025-10-08
C00406,Biju Din,Other,30,Chennai,2024-01-09
C00407,Aaryahi Talwar,F,42,Delhi,2024-08-15
C00408,Raunak Chahal,M,35,Mumbai,2024-01-20
C00409,Elakshi Kala,F,41,Mumbai,2023-11-28
C00410,Pranay Shetty,F,22,Pune,2024-07-16
C00411,Azad Chandra,F,35,Ahmedabad,2023-12-04
C00412,Advik Ranganathan,Other,42,Delhi,2025-04-16
C00413,Kimaya Dash,M,29,Bangalore,2025-08-24
C00414,Yuvraj  Kaul,Other,30,Ahmedabad,2025-08-20
C00415,Kiara Mahajan,Other,27,Pune,2025-09-27
C00416,Alisha Sandal,M,32,Bangalore,2023-12-07
C00417,Devansh Ratta,M,18,Delhi,2024-02-15
C00418,Amira Tara,Other,34,Mumbai,2025-03-16
C00419,Shalv Banerjee,M,29,Pune,2025-02-07
C00420,Uthkarsh Rau,Other,18,Ahmedabad,2023-11-24
C00421,Jayesh Loyal,M,35,Delhi,2024-09-16
C00422,Fateh Rau,Other,40,Ahmedabad,2023-12-31
C00423,Chirag Sha,M,28,Ahmedabad,2024-03-14
C00424,Nirvaan Mall,M,30,Ahmedabad,2024-05-27
C00425,Madhup Krishnan,M,19,Kolkata,2024-12-14
C00426,Tiya Wable,F,20,Hyderabad,2024-12-20
C00427,Urvi Sani,Other,31,Ahmedabad,2025-03-29
C00428,Yasmin Deo,Other,18,Chennai,2024-12-17
C00429,Arnav Chakrabarti,Other,24,Hyderabad,2024-05-09
C00430,Manikya Bassi,F,19,Chennai,2024-05-09
C00431,Aayush Solanki,M,26,Delhi,2025-03-29
C00432,Tiya Upadhyay,Other,36,Bangalore,2025-01-03
C00433,Badal Bhakta,M,28,Kolkata,2024-04-01
C00434,Aarna Lanka,F,37,Bangalore,2024-02-23
C00435,Hunar Suri,Other,28,Hyderabad,2025-01-12
C00436,Hiran Sinha,M,36,Ahmedabad,2025-08-14
C00437,Pihu Sankaran,M,25,Chennai,2024-07-17
C00438,Nitya Golla,F,41,Mumbai,2024-09-18
C00439,Ryan Chandran,M,25,Kolkata,2023-11-27
C00440,Shamik Khurana,F,31,Kolkata,2025-01-20
C00441,Nirvi Varty,F,18,Kolkata,2024-12-31
C00442,Jayan Vasa,F,37,Bangalore,2024-11-04
C00443,Misha Dada,Other,18,Mumbai,2025-08-01
C00444,Shray Keer,Other,37,Pune,2025-08-26
C00445,Anahita Bhatti,M,25,Mumbai,2025-02-01
C00446,Kavya Toor,Other,20,Kolkata,2023-12-19
C00447,Samaira Kapur,Other,31,Mumbai,2024-09-08
C00448,Anay D’Alia,Other,22,Delhi,2024-02-24
C00449,Zoya Sood,M,35,Hyderabad,2025-05-19
C00450,Akarsh Sagar,F,26,Ahmedabad,2024-12-27
C00451,Jivika Banerjee,Other,29,Kolkata,2024-01-04
C00452,Yuvaan Sama,Other,27,Kolkata,2024-11-22
C00453,Veer Vig,M,18,Delhi,2025-05-24
C00454,Neysa Sidhu,F,32,Pune,2025-04-19
C00455,Dhanush Krish,M,26,Chennai,2024-09-28
C00456,Arnav Din,M,24,Bangalore,2025-03-11
C00457,Kiaan Luthra,M,28,Kolkata,2024-09-10
C00458,Siya Hayre,Other,44,Hyderabad,2025-10-01
C00459,Anay Chada,M,20,Delhi,2024-09-10
C00460,Sara Badami,M,18,Bangalore,2025-09-13
C00461,Priyansh Raj,Other,35,Hyderabad,2024-10-13
C00462,Vivaan Anand,F,25,Hyderabad,2025-04-21
